policyID,statecode,county,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2012,hu_site_deductible,point_latitude,line,construction,point_granularity
337693,FL,MIAMI DADE COUNTY,38253.72,0,0,65165.97,0,25.850416,Residential,Wood,1
877187,FL,MIAMI DADE COUNTY,38253.72,0,0,54196.53,0,25.850416,Residential,Wood,1
809302,FL,MIAMI DADE COUNTY,396453.26,0,0,560578.56,0,25.850416,Residential,Masonry,1
599743,FL,MIAMI DADE COUNTY,21957.41,0,0,29273.62,0,25.853922,Residential,Wood,1
353738,FL,MIAMI DADE COUNTY,34629.45,0,0,43393.13,0,25.835533,Residential,Wood,3
477642,FL,MIAMI DADE COUNTY,812857.43,0,0,694066.45,0,25.8379,Residential,Masonry,1
165783,FL,MIAMI DADE COUNTY,1702878.18,0,0,2335749.45,0,25.8379,Residential,Masonry,1
491569,FL,MIAMI DADE COUNTY,686996.34,0,0,739383.93,0,25.8379,Residential,Masonry,1
618997,FL,MIAMI DADE COUNTY,79786.33,0,0,82098.21,0,25.8379,Residential,Wood,1
489721,FL,MIAMI DADE COUNTY,28729.32,0,0,31768.89,0,25.8379,Residential,Wood,1
893611,FL,MIAMI DADE COUNTY,1522380.51,0,0,2335770.14,0,25.8379,Residential,Masonry,1
631484,FL,MIAMI DADE COUNTY,1233228.99,0,0,1833564.86,0,25.869652,Residential,Masonry,1
297341,FL,MIAMI DADE COUNTY,112575.23,0,0,191936.26,0,25.869652,Residential,Wood,1
873046,FL,MIAMI DADE COUNTY,43093.98,0,0,44652,0,25.869652,Residential,Wood,1
439297,FL,MIAMI DADE COUNTY,679526.01,0,0,1038635.12,0,25.869652,Residential,Masonry,1
771993,FL,MIAMI DADE COUNTY,3469725,0,3469725,5276202.62,0,25.831295,Commercial,Reinforced Masonry,1
929178,FL,MIAMI DADE COUNTY,182471.78,0,0,189285.27,0,25.832605,Residential,Wood,3
105646,FL,MIAMI DADE COUNTY,182471.78,0,0,232601.15,0,25.760625,Residential,Wood,3
605646,FL,MIAMI DADE COUNTY,201339.27,0,0,268344.98,0,25.763555,Residential,Wood,3
881636,FL,MIAMI DADE COUNTY,214644.01,0,0,181438.58,0,25.87327,Residential,Wood,3
747893,FL,MIAMI DADE COUNTY,214644.01,0,0,149306.37,0,25.78496,Residential,Wood,3
692472,FL,MIAMI DADE COUNTY,382291.33,0,0,467198.23,0,25.8509,Residential,Masonry,4
277588,FL,MIAMI DADE COUNTY,390014.19,0,0,302713.41,0,25.764885,Residential,Masonry,3
531482,FL,MIAMI DADE COUNTY,390014.19,0,0,486250.97,0,25.8509,Residential,Masonry,3
683307,FL,MIAMI DADE COUNTY,390014.19,0,0,579274.04,0,25.8509,Residential,Masonry,4
745768,FL,MIAMI DADE COUNTY,390014.19,0,0,540756.23,0,25.8314,Residential,Masonry,3
792569,FL,MIAMI DADE COUNTY,39690000,0,0,49230000,0,25.84007,Commercial,Steel Frame,1
785662,FL,MIAMI DADE COUNTY,2334766.5,0,2334766.5,3232544.92,0,25.69931,Commercial,Reinforced Masonry,1
271544,FL,MIAMI DADE COUNTY,7255807.02,0,0,8276844.18,0,25.69931,Commercial,Reinforced Masonry,1
449119,FL,MIAMI DADE COUNTY,3184529.04,0,0,3393383.19,0,25.69931,Commercial,Reinforced Masonry,1
128447,FL,MIAMI DADE COUNTY,310685.76,0,0,402021.16,0,25.69931,Residential,Wood,1
608430,FL,MIAMI DADE COUNTY,245959.56,0,0,294581.83,0,25.699318,Residential,Wood,1
551827,FL,MIAMI DADE COUNTY,8321.94,0,0,13713.48,0,25.699318,Residential,Wood,1
115716,FL,MIAMI DADE COUNTY,96300,0,96300,87782.27,0,25.728203,Residential,Wood,1
856674,FL,MIAMI DADE COUNTY,352800,0,352800,336159.84,0,25.728203,Residential,Wood,1
488235,FL,MIAMI DADE COUNTY,2029589.1,0,2029589.1,2144999.66,0,25.691166,Commercial,Reinforced Masonry,1
788573,FL,MIAMI DADE COUNTY,5510633.94,0,0,4528418.55,0,25.691166,Commercial,Reinforced Masonry,1
857994,FL,MIAMI DADE COUNTY,10170000,0,0,15390000,0,25.691166,Commercial,Reinforced Concrete,1
965533,FL,MIAMI DADE COUNTY,39382.2,0,39382.2,57266.13,0,25.737953,Residential,Wood,1
281218,FL,MIAMI DADE COUNTY,16826.94,0,0,14438.32,0,25.737953,Residential,Wood,1
387905,FL,MIAMI DADE COUNTY,210040.2,0,0,171409.61,0,25.734869,Residential,Wood,1
637845,FL,MIAMI DADE COUNTY,66102.42,0,0,105925.17,0,25.728203,Residential,Wood,1
563602,FL,MIAMI DADE COUNTY,137713.39,0,0,118870.06,0,25.728203,Residential,Wood,1
734396,FL,MIAMI DADE COUNTY,179558.27,0,0,205141.01,0,25.728203,Residential,Wood,1
878218,FL,MIAMI DADE COUNTY,94268.09,0,0,126424.82,0,25.728203,Residential,Wood,1
122442,FL,MIAMI DADE COUNTY,224447.84,0,0,250676.36,0,25.728203,Residential,Wood,1
788201,FL,MIAMI DADE COUNTY,224447.84,0,0,201418.59,0,25.728203,Residential,Wood,1
269194,FL,MIAMI DADE COUNTY,43093.98,0,0,55179.61,0,25.728203,Residential,Wood,1
552721,FL,MIAMI DADE COUNTY,44796.2,0,0,42873.36,0,25.728203,Residential,Wood,1
120838,FL,MIAMI DADE COUNTY,2298.35,0,0,1704.25,0,25.728203,Residential,Wood,1
161725,FL,MIAMI DADE COUNTY,72272.2,0,0,59602.45,0,25.728203,Residential,Wood,1
457469,FL,MIAMI DADE COUNTY,94277.39,0,0,85379.96,0,25.728203,Residential,Wood,1
338478,FL,MIAMI DADE COUNTY,14364.66,0,0,11510.49,0,25.728203,Residential,Wood,1
331778,FL,MIAMI DADE COUNTY,67873.03,0,0,109223.51,0,25.728203,Residential,Wood,1
139078,FL,MIAMI DADE COUNTY,119967.72,0,0,150115.61,0,25.728203,Residential,Wood,1
431815,FL,MIAMI DADE COUNTY,177550.79,0,0,168190.13,0,25.716394,Residential,Wood,1
177554,FL,MIAMI DADE COUNTY,118734.7,0,0,137106.88,0,25.728203,Residential,Wood,1
249374,FL,MIAMI DADE COUNTY,119705.51,0,0,125259.85,0,25.728203,Residential,Wood,1
676814,FL,MIAMI DADE COUNTY,1167128.75,0,0,1584960.84,0,25.728203,Residential,Masonry,1
830176,FL,MIAMI DADE COUNTY,31227.53,0,0,31502.33,0,25.728203,Residential,Wood,1
533589,FL,MIAMI DADE COUNTY,13407.02,0,0,12609.46,0,25.728203,Residential,Wood,1
892598,FL,MIAMI DADE COUNTY,544660.08,0,0,447057,0,25.728203,Residential,Masonry,1
479240,FL,MIAMI DADE COUNTY,221455.2,0,0,266217.94,0,25.728203,Residential,Wood,1
488616,FL,MIAMI DADE COUNTY,201739.73,0,0,269770.4,0,25.728203,Residential,Wood,1
170241,FL,MIAMI DADE COUNTY,85857.35,0,0,108646.3,0,25.728203,Residential,Wood,1
317276,FL,MIAMI DADE COUNTY,221455.2,0,0,250219.35,0,25.728203,Residential,Wood,1
522868,FL,MIAMI DADE COUNTY,221455.2,0,0,284135.88,0,25.728203,Residential,Wood,1
805575,FL,MIAMI DADE COUNTY,54648.17,0,0,83947.78,0,25.728203,Residential,Wood,1
191945,FL,MIAMI DADE COUNTY,177060.07,0,0,175408.98,0,25.728203,Residential,Wood,1
497379,FL,MIAMI DADE COUNTY,177060.07,0,0,151413.27,0,25.728203,Residential,Wood,1
862881,FL,MIAMI DADE COUNTY,79786.33,0,0,65678.19,0,25.728203,Residential,Wood,1
724941,FL,MIAMI DADE COUNTY,79786.33,0,0,85384.14,0,25.728203,Residential,Wood,1
292871,FL,MIAMI DADE COUNTY,72397.89,0,0,105665.45,0,25.728203,Residential,Wood,1
642804,FL,MIAMI DADE COUNTY,9576.44,0,0,9954.71,0,25.728203,Residential,Wood,1
623974,FL,MIAMI DADE COUNTY,4788.22,0,0,6190.82,0,25.728203,Residential,Wood,1
897847,FL,MIAMI DADE COUNTY,1502304.18,0,0,1701047.01,0,25.728203,Residential,Masonry,1
572454,FL,MIAMI DADE COUNTY,27212.56,0,0,22314.3,0,25.728203,Residential,Wood,1
619864,FL,MIAMI DADE COUNTY,48396.94,0,0,66478.04,0,25.728203,Residential,Wood,1
564821,FL,MIAMI DADE COUNTY,114005.25,0,0,149525.87,0,25.728203,Residential,Wood,1
691801,FL,MIAMI DADE COUNTY,12945.24,0,0,19680.03,0,25.84576,Residential,Wood,1
922522,FL,MIAMI DADE COUNTY,43459.02,0,0,46741.74,0,25.84576,Residential,Wood,1
634837,FL,MIAMI DADE COUNTY,2851651.44,0,0,4436348.36,0,25.843977,Commercial,Reinforced Masonry,1
550669,FL,MIAMI DADE COUNTY,748974.6,0,748974.6,584141.77,0,25.843977,Residential,Masonry,1
140564,FL,MIAMI DADE COUNTY,119281.14,0,0,105992.98,0,25.843977,Residential,Wood,1
409325,FL,MIAMI DADE COUNTY,7934507.46,0,0,6374583.29,0,25.84498,Commercial,Reinforced Masonry,1
600970,FL,MIAMI DADE COUNTY,81000,0,81000,122350.5,0,25.83356,Residential,Wood,1
872124,FL,MIAMI DADE COUNTY,1130925.24,0,0,1529463.29,0,25.835718,Residential,Masonry,1
896730,FL,MIAMI DADE COUNTY,1459820.34,0,0,1873095.48,0,25.85689,Residential,Masonry,1
379563,FL,MIAMI DADE COUNTY,50480.82,0,0,44709.3,0,25.85689,Residential,Wood,1
317075,FL,MIAMI DADE COUNTY,11456.64,0,0,10238.2,0,25.85689,Residential,Wood,1
268924,FL,MIAMI DADE COUNTY,5287806,0,5287806,5776505.03,0,25.85689,Commercial,Reinforced Masonry,1
428076,FL,MIAMI DADE COUNTY,3334360.5,0,3334360.5,2696510.67,0,25.839399,Commercial,Reinforced Masonry,1
358816,FL,MIAMI DADE COUNTY,183512.63,0,0,286362.28,0,25.839399,Residential,Wood,1
505233,FL,MIAMI DADE COUNTY,27090,0,27090,21978.33,0,25.839426,Residential,Wood,1
593214,FL,MIAMI DADE COUNTY,72454.82,0,0,62301.87,0,25.839426,Residential,Wood,1
310082,FL,MIAMI DADE COUNTY,170249.04,0,0,150629.54,0,25.839426,Residential,Wood,1
256984,FL,MIAMI DADE COUNTY,272274.21,0,0,261596.7,0,25.835203,Residential,Wood,1
300265,FL,MIAMI DADE COUNTY,91756.31,0,0,127174.25,0,25.835203,Residential,Wood,1
238844,FL,MIAMI DADE COUNTY,386470.62,0,0,466372.65,0,25.869396,Residential,Masonry,1
418690,FL,MIAMI DADE COUNTY,79650,0,79650,85716.14,0,25.869396,Residential,Wood,1
870793,FL,MIAMI DADE COUNTY,89083.8,0,89083.8,132823.95,0,25.869396,Residential,Wood,1
938314,FL,MIAMI DADE COUNTY,424165.13,0,0,583719.09,0,25.851116,Residential,Masonry,1
575250,FL,MIAMI DADE COUNTY,262001.85,0,0,206876.66,0,25.868137,Residential,Wood,1
163691,FL,MIAMI DADE COUNTY,10416.12,0,0,10250.97,0,25.83497,Residential,Wood,4
338141,FL,MIAMI DADE COUNTY,1557.6,0,0,1879.08,0,25.83497,Residential,Wood,4
542429,FL,MIAMI DADE COUNTY,2730.37,0,0,2392.07,0,25.83497,Residential,Wood,4
639920,FL,MIAMI DADE COUNTY,1952026.42,0,0,3070254.52,0,25.832397,Commercial,Reinforced Masonry,1
391301,FL,MIAMI DADE COUNTY,1473942.09,0,0,1699555.45,0,25.86261,Residential,Masonry,1
341275,FL,MIAMI DADE COUNTY,401598.84,0,0,587735.89,0,25.88746,Residential,Masonry,1
682164,FL,MIAMI DADE COUNTY,1104912.89,0,0,1572900.96,0,25.89557,Residential,Masonry,4
571996,FL,MIAMI DADE COUNTY,948.54,0,0,1393.22,0,25.88751,Residential,Wood,1
247627,FL,MIAMI DADE COUNTY,2863.41,0,0,4098.78,0,25.88751,Residential,Wood,1
213312,FL,MIAMI DADE COUNTY,8311.61,0,0,13174.56,0,25.88672,Residential,Wood,1
447260,FL,MIAMI DADE COUNTY,1019.68,0,0,1577.43,0,25.88672,Residential,Wood,1
207504,FL,MIAMI DADE COUNTY,189601.07,0,0,259662.46,0,25.886697,Residential,Wood,4
785614,FL,MIAMI DADE COUNTY,502090.38,0,0,687180.98,0,25.87949,Residential,Masonry,1
509882,FL,MIAMI DADE COUNTY,2310704.01,0,0,2030415.61,0,25.883743,Commercial,Reinforced Masonry,4
565612,FL,MIAMI DADE COUNTY,1674572.31,0,0,2467857.4,0,25.883743,Residential,Masonry,4
699122,FL,MIAMI DADE COUNTY,2854676.07,0,0,4862989.22,0,25.883743,Commercial,Reinforced Masonry,4
581021,FL,MIAMI DADE COUNTY,55890000,0,55890000,65250000,2796716.7,25.89322,Commercial,Steel Frame,1
539606,FL,MIAMI DADE COUNTY,56700,56700,56700,44057.26,2835,25.88833,Residential,Wood,1
375608,FL,MIAMI DADE COUNTY,448895.67,0,0,769833.63,0,25.911417,Residential,Masonry,1
193946,FL,MIAMI DADE COUNTY,601815.31,0,0,602025.95,0,25.911417,Residential,Masonry,1
288772,FL,MIAMI DADE COUNTY,601815.31,0,0,859988.07,0,25.911417,Residential,Masonry,1
926772,FL,MIAMI DADE COUNTY,601815.31,0,0,749688.56,0,25.911417,Residential,Masonry,1
843993,FL,MIAMI DADE COUNTY,41636.7,0,41636.7,50036.9,0,25.911417,Residential,Wood,1
643519,FL,MIAMI DADE COUNTY,41636.7,0,41636.7,43193.91,0,25.911417,Residential,Wood,1
223854,FL,MIAMI DADE COUNTY,68403.15,0,0,86462.68,0,25.911417,Residential,Wood,1
723372,FL,MIAMI DADE COUNTY,969.04,0,0,1729.4,0,25.911417,Residential,Wood,1
252285,FL,MIAMI DADE COUNTY,489484.74,0,0,441158.89,0,25.911417,Residential,Masonry,1
157651,FL,MIAMI DADE COUNTY,549263.61,0,0,534418.12,0,25.911417,Residential,Masonry,1
749455,FL,MIAMI DADE COUNTY,177060.07,0,0,205824.89,0,25.911417,Residential,Wood,1
500415,FL,MIAMI DADE COUNTY,98952.39,0,0,99922.12,0,25.911417,Residential,Wood,1
534850,FL,MIAMI DADE COUNTY,20748.96,0,0,21494.59,0,25.911417,Residential,Wood,1
985875,FL,MIAMI DADE COUNTY,11400.53,0,0,16891.34,0,25.911417,Residential,Wood,1
937620,FL,MIAMI DADE COUNTY,16481.19,0,0,20281.26,0,25.911417,Residential,Wood,1
948546,FL,MIAMI DADE COUNTY,1087824.22,0,0,1059767.05,0,25.911417,Residential,Masonry,1
162138,FL,MIAMI DADE COUNTY,2530175.36,0,0,3589635.69,0,25.88364,Commercial,Reinforced Masonry,1
761224,FL,MIAMI DADE COUNTY,1550520,1550520,1550520,2536821.28,0,25.886538,Residential,Masonry,1
576094,FL,MIAMI DADE COUNTY,8868436.2,0,8868436.2,7465236.75,0,25.89896,Commercial,Reinforced Masonry,1
336327,FL,MIAMI DADE COUNTY,86490000,0,86490000,79470000,0,25.897608,Commercial,Steel Frame,1
876329,FL,MIAMI DADE COUNTY,57140.11,0,0,69755.39,0,25.87349,Residential,Wood,1
784328,FL,MIAMI DADE COUNTY,393914.63,0,0,376449.25,0,25.88726,Residential,Masonry,1
198673,FL,MIAMI DADE COUNTY,271899.86,0,0,229048.44,0,25.89377,Residential,Wood,1
644307,FL,MIAMI DADE COUNTY,1299908.19,0,0,952406.33,0,25.89557,Residential,Masonry,4
921948,FL,MIAMI DADE COUNTY,594799.87,0,0,589853.52,0,25.8917,Residential,Masonry,4
496437,FL,MIAMI DADE COUNTY,47696.22,0,0,68090.16,0,25.8917,Residential,Wood,4
837759,FL,MIAMI DADE COUNTY,5948,0,0,7105.62,0,25.8917,Residential,Wood,4
938067,FL,MIAMI DADE COUNTY,1007100.55,0,0,1104491.21,0,25.88751,Residential,Masonry,1
890966,FL,MIAMI DADE COUNTY,3250.08,0,0,2632.56,0,25.88751,Residential,Wood,1
510825,FL,MIAMI DADE COUNTY,9440.48,0,0,8663.99,0,25.8917,Residential,Wood,4
568558,FL,MIAMI DADE COUNTY,13467.17,0,0,17119.81,0,25.8917,Residential,Wood,4
775130,FL,MIAMI DADE COUNTY,1256.94,0,0,2048.3,0,25.8917,Residential,Wood,4
604840,FL,MIAMI DADE COUNTY,21150000,0,0,26820000,0,25.88379,Commercial,Reinforced Concrete,1
990154,FL,MIAMI DADE COUNTY,15660000,0,15660000,22590000,0,25.733334,Commercial,Reinforced Concrete,4
620512,FL,MIAMI DADE COUNTY,164589.48,0,0,195575.1,0,25.74357,Residential,Wood,1
806084,FL,MIAMI DADE COUNTY,25956.45,0,0,34536.61,0,25.741493,Residential,Wood,1
917269,FL,MIAMI DADE COUNTY,34734.15,0,0,42174.9,0,25.741493,Residential,Wood,1
934279,FL,MIAMI DADE COUNTY,21839.22,0,0,32900.78,0,25.741493,Residential,Wood,1
112267,FL,MIAMI DADE COUNTY,2294828.73,0,0,2531728.49,0,25.7481,Commercial,Reinforced Masonry,1
761234,FL,MIAMI DADE COUNTY,72454.82,0,0,107302.33,0,25.7481,Residential,Wood,1
101640,FL,MIAMI DADE COUNTY,721318.59,0,0,1139712.23,0,25.729347,Residential,Masonry,1
187564,FL,MIAMI DADE COUNTY,343174.41,0,0,428075.76,0,25.729347,Residential,Wood,1
129645,FL,MIAMI DADE COUNTY,1013349.15,0,0,1189269.6,0,25.736898,Residential,Masonry,1
869329,FL,MIAMI DADE COUNTY,1081083.6,0,1081083.6,999602.33,0,25.736898,Residential,Masonry,1
210824,FL,MIAMI DADE COUNTY,885879.18,0,0,856397.12,0,25.755043,Residential,Masonry,1
704140,FL,MIAMI DADE COUNTY,940712.94,0,0,1218624,0,25.755043,Residential,Masonry,1
955084,FL,MIAMI DADE COUNTY,1112805.18,0,0,1037330.28,0,25.755043,Residential,Masonry,1
303186,FL,MIAMI DADE COUNTY,369799.47,0,0,502540.84,0,25.755043,Residential,Masonry,1
932538,FL,MIAMI DADE COUNTY,153422.1,0,153422.1,214108.21,0,25.755043,Residential,Wood,1
548451,FL,MIAMI DADE COUNTY,91756.31,0,0,76998.23,0,25.755043,Residential,Wood,1
144475,FL,MIAMI DADE COUNTY,72454.82,0,0,101741.06,0,25.755043,Residential,Wood,1
103136,FL,MIAMI DADE COUNTY,424432.71,0,0,598959.44,0,25.721062,Residential,Masonry,1
434336,FL,MIAMI DADE COUNTY,255373.56,0,0,376931.37,0,25.721062,Residential,Wood,1
321906,FL,MIAMI DADE COUNTY,563630.31,0,0,691073.89,0,25.74819,Residential,Masonry,1
922114,FL,MIAMI DADE COUNTY,1516015.26,0,0,2040367.04,0,25.74819,Residential,Masonry,1
125333,FL,MIAMI DADE COUNTY,7876.44,0,0,6938.53,0,25.74819,Residential,Wood,1
695358,FL,MIAMI DADE COUNTY,412618.05,0,0,360679.75,0,25.74819,Residential,Masonry,1
207305,FL,MIAMI DADE COUNTY,5084779.05,0,0,4708312.18,0,25.74819,Commercial,Reinforced Masonry,1
290408,FL,MIAMI DADE COUNTY,20407.14,0,0,27367.2,0,25.74819,Residential,Wood,1
934401,FL,MIAMI DADE COUNTY,329915.43,0,0,361653.29,0,25.74819,Residential,Wood,1
810034,FL,MIAMI DADE COUNTY,9308.52,0,0,9996.01,0,25.74819,Residential,Wood,1
509101,FL,MIAMI DADE COUNTY,4770157.5,4770157.5,4770157.5,5044613.28,0,25.733175,Commercial,Reinforced Masonry,3
277978,FL,MIAMI DADE COUNTY,513710.1,0,0,712380.29,0,25.756254,Residential,Masonry,1
742897,FL,MIAMI DADE COUNTY,111105.32,0,0,125682.33,0,25.75458,Residential,Wood,3
259546,FL,MIAMI DADE COUNTY,23210.6,0,0,20152,0,25.75458,Residential,Wood,3
788467,FL,MIAMI DADE COUNTY,35735.98,0,0,35407.57,0,25.75458,Residential,Wood,3
693658,FL,MIAMI DADE COUNTY,34484.12,0,0,46230.79,0,25.75458,Residential,Wood,3
154173,FL,MIAMI DADE COUNTY,555338.12,0,0,822591.25,0,25.75458,Residential,Masonry,3
924280,FL,MIAMI DADE COUNTY,41471.6,0,0,42129.84,0,25.75458,Residential,Wood,1
409799,FL,MIAMI DADE COUNTY,8680.1,0,0,8217.22,0,25.75458,Residential,Wood,1
875497,FL,MIAMI DADE COUNTY,60663.31,0,0,59849.21,0,25.75458,Residential,Wood,3
943209,FL,MIAMI DADE COUNTY,1840274.14,0,0,2116109.15,0,25.74611,Commercial,Reinforced Masonry,1
744060,FL,MIAMI DADE COUNTY,557388.55,0,0,450620.77,0,25.74611,Residential,Masonry,1
348492,FL,MIAMI DADE COUNTY,3874783.11,0,0,3930657.48,0,25.74611,Commercial,Reinforced Masonry,1
149877,FL,MIAMI DADE COUNTY,1305816.13,0,0,2202683.3,0,25.740286,Residential,Masonry,1
305064,FL,MIAMI DADE COUNTY,152482.02,0,0,125523.2,0,25.740286,Residential,Wood,1
112035,FL,MIAMI DADE COUNTY,659876.64,0,0,1131215.96,0,25.740286,Residential,Masonry,1
965511,FL,MIAMI DADE COUNTY,28729.32,0,0,25152.52,0,25.740286,Residential,Wood,1
415634,FL,MIAMI DADE COUNTY,443845.3,0,0,708675.36,0,25.740286,Residential,Masonry,1
467768,FL,MIAMI DADE COUNTY,79786.33,0,0,72597.9,0,25.740286,Residential,Wood,1
512833,FL,MIAMI DADE COUNTY,79786.33,0,0,118692.45,0,25.740286,Residential,Wood,1
273749,FL,MIAMI DADE COUNTY,67750.2,0,0,86637.87,0,25.740286,Residential,Wood,1
858609,FL,MIAMI DADE COUNTY,11970.55,0,0,15968.72,0,25.747761,Residential,Wood,3
207609,FL,MIAMI DADE COUNTY,179454.18,0,0,148499.23,0,25.738029,Residential,Wood,1
240918,FL,MIAMI DADE COUNTY,179454.18,0,0,179218.73,0,25.738029,Residential,Wood,1
719602,FL,MIAMI DADE COUNTY,179454.18,0,0,230419.16,0,25.738029,Residential,Wood,1
803895,FL,MIAMI DADE COUNTY,179454.18,0,0,184766.02,0,25.738029,Residential,Wood,1
863019,FL,MIAMI DADE COUNTY,38582.7,0,0,36577.33,0,25.745136,Residential,Wood,3
698268,FL,MIAMI DADE COUNTY,717257.09,0,0,1013187.32,0,25.733057,Residential,Masonry,3
698347,FL,MIAMI DADE COUNTY,301657.89,0,0,449738.73,0,25.733057,Residential,Wood,3
934366,FL,MIAMI DADE COUNTY,10980000,0,0,10980000,0,25.733057,Commercial,Reinforced Concrete,3
584968,FL,MIAMI DADE COUNTY,3598600.5,0,3598600.5,6024186.79,0,25.733057,Commercial,Reinforced Masonry,3
604356,FL,MIAMI DADE COUNTY,1185084.57,0,0,1345264.16,0,25.733057,Residential,Masonry,3
589011,FL,MIAMI DADE COUNTY,1130332.34,0,0,1983380.6,0,25.733057,Residential,Masonry,3
596083,FL,MIAMI DADE COUNTY,1130332.34,0,0,895042.36,0,25.733057,Residential,Masonry,3
441567,FL,MIAMI DADE COUNTY,896776.45,0,0,791037.54,0,25.733057,Residential,Masonry,3
768828,FL,MIAMI DADE COUNTY,88477.99,0,0,129225.46,0,25.733057,Residential,Wood,3
956541,FL,MIAMI DADE COUNTY,38253.72,0,0,30922.16,0,25.733057,Residential,Wood,3
134843,FL,MIAMI DADE COUNTY,38253.72,0,0,70417.44,0,25.733057,Residential,Wood,3
417457,FL,MIAMI DADE COUNTY,177060.07,0,0,208468.04,0,25.733057,Residential,Wood,3
783289,FL,MIAMI DADE COUNTY,177060.07,0,0,259385.92,0,25.733057,Residential,Wood,3
924434,FL,MIAMI DADE COUNTY,97241.92,0,0,79494.68,0,25.733057,Residential,Wood,3
153916,FL,MIAMI DADE COUNTY,97241.92,0,0,78338.09,0,25.733057,Residential,Wood,3
213251,FL,MIAMI DADE COUNTY,7360.18,0,0,9027.02,0,25.733057,Residential,Wood,3
894051,FL,MIAMI DADE COUNTY,1118887.75,0,0,1422283.12,0,25.72764,Residential,Masonry,1
926551,FL,MIAMI DADE COUNTY,7257817.44,0,0,7583040.24,0,25.733818,Commercial,Reinforced Masonry,3
721641,FL,MIAMI DADE COUNTY,5377687.9,0,0,6282354.82,0,25.747581,Commercial,Reinforced Masonry,3
631713,FL,MIAMI DADE COUNTY,745192.8,745192.8,745192.8,1084666.87,0,25.734011,Residential,Masonry,3
566479,FL,MIAMI DADE COUNTY,7803000,0,7803000,8520969.64,0,25.688585,Commercial,Reinforced Masonry,1
345740,FL,MIAMI DADE COUNTY,889854.3,889854.3,889854.3,1473310.41,0,25.67325,Residential,Masonry,1
422421,FL,MIAMI DADE COUNTY,273513.6,273513.6,273513.6,300514.86,0,25.67346,Residential,Wood,1
781714,FL,MIAMI DADE COUNTY,83430000,83430000,83430000,128700000,0,25.688753,Commercial,Steel Frame,1
455830,FL,MIAMI DADE COUNTY,20070000,20070000,20070000,29790000,0,25.688753,Commercial,Reinforced Concrete,1
522388,FL,MIAMI DADE COUNTY,17820000,17820000,17820000,18270000,0,25.688753,Commercial,Reinforced Concrete,1
242017,FL,MIAMI DADE COUNTY,228391.02,0,0,241920.9,0,25.65844,Residential,Wood,1
821366,FL,MIAMI DADE COUNTY,487295.82,0,0,752497.8,0,25.65844,Residential,Masonry,1
492623,FL,MIAMI DADE COUNTY,111883.86,0,0,102015.7,0,25.65844,Residential,Wood,1
982896,FL,MIAMI DADE COUNTY,1243621.89,0,0,1074825.09,0,25.64427,Residential,Masonry,1
134150,FL,MIAMI DADE COUNTY,1296055.98,0,0,1274331.49,0,25.64427,Residential,Masonry,1
663201,FL,MIAMI DADE COUNTY,513758.7,0,513758.7,527250,0,25.64427,Residential,Masonry,1
444825,FL,MIAMI DADE COUNTY,1122557.76,0,0,1422168.43,0,25.683666,Residential,Masonry,1
795764,FL,MIAMI DADE COUNTY,1861307.37,0,0,3426294.61,0,25.683666,Commercial,Reinforced Masonry,1
509235,FL,MIAMI DADE COUNTY,71604,0,71604,115689.15,0,25.683666,Residential,Wood,1
293068,FL,MIAMI DADE COUNTY,7518.42,0,0,9654.62,0,25.683666,Residential,Wood,1
168433,FL,MIAMI DADE COUNTY,21481.2,0,21481.2,30747.33,0,25.683666,Residential,Wood,1
957113,FL,MIAMI DADE COUNTY,2438154.63,0,0,3278586.53,0,25.683666,Commercial,Reinforced Masonry,1
806144,FL,MIAMI DADE COUNTY,32579.82,0,0,38298.85,0,25.683666,Residential,Wood,1
360787,FL,MIAMI DADE COUNTY,8541438.75,0,0,8706220.19,0,25.661156,Commercial,Reinforced Masonry,1
140897,FL,MIAMI DADE COUNTY,7429273.02,0,0,8012916.71,0,25.661156,Commercial,Reinforced Masonry,1
292848,FL,MIAMI DADE COUNTY,136763.64,0,0,121482.22,0,25.661156,Residential,Wood,1
638204,FL,MIAMI DADE COUNTY,2703900.78,0,0,2186655.38,0,25.661156,Commercial,Reinforced Masonry,1
153401,FL,MIAMI DADE COUNTY,3615277.14,0,0,3900985.26,0,25.661156,Commercial,Reinforced Masonry,1
365802,FL,MIAMI DADE COUNTY,4979311.38,0,0,8092297.19,0,25.661156,Commercial,Reinforced Masonry,1
441997,FL,MIAMI DADE COUNTY,3427716.87,0,0,4740943.76,0,25.661156,Commercial,Reinforced Masonry,1
402861,FL,MIAMI DADE COUNTY,353723.76,0,0,236075.24,0,25.661156,Residential,Wood,1
418768,FL,MIAMI DADE COUNTY,144909.65,0,0,217590.53,0,25.661156,Residential,Wood,1
176072,FL,MIAMI DADE COUNTY,289819.3,0,0,361461.47,0,25.661156,Residential,Wood,1
507701,FL,MIAMI DADE COUNTY,3728957.31,0,0,4067546.63,0,25.651934,Commercial,Reinforced Masonry,1
314607,FL,MIAMI DADE COUNTY,24703.38,0,0,29370.14,0,25.651934,Residential,Wood,1
579627,FL,MIAMI DADE COUNTY,2427017.58,0,0,2661020.91,0,25.651934,Commercial,Reinforced Masonry,1
229899,FL,MIAMI DADE COUNTY,24345.36,0,0,34089.74,0,25.651934,Residential,Wood,1
